Type,ID,Name,Color
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,#FFCD69
Reaction,R02239,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase; Phosphatidate + H2O <=> 1,2-Diacyl-sn-glycerol + Orthophosphate",#82CDB4
Reaction,R06354,"Abietadienol,NADPH:oxygen oxidoreductase (18-hydroxylating); Abietinol + NADPH + H+ + Oxygen <=> Abietal + NADP+ + 2 H2O",#9FE285
Reaction,R06357,Abietadienal:NAD+ oxidoreductase; Abietal + H2O + NAD+ <=> Abietate + NADH + 2 H+,#9CE181
Reaction,R02457,D-Ornithine:oxygen oxidoreductase (deaminating); D-Ornithine + H2O + Oxygen <=> 5-Amino-2-oxopentanoic acid + Ammonia + Hydrogen peroxide,#FF9802
Reaction,R01150,D-alanine:D-alanine ligase (ADP-forming); ATP + 2 D-Alanine <=> ADP + Orthophosphate + D-Alanyl-D-alanine,#FF8F00
Reaction,R00508,3'-Phospho-5'-adenylyl sulfate 3'-phosphohydrolase; 3'-Phosphoadenylyl sulfate + H2O <=> Adenylyl sulfate + Orthophosphate,#CC99FF
Reaction,R02021,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming); Thioredoxin + 3'-Phosphoadenylyl sulfate <=> Thioredoxin disulfide + Sulfite + Adenosine 3',5'-bisphosphate",#CC99FF
Reaction,R02021,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming); Thioredoxin + 3'-Phosphoadenylyl sulfate <=> Thioredoxin disulfide + Sulfite + Adenosine 3',5'-bisphosphate",#CC99FF
Reaction,R02021,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming); Thioredoxin + 3'-Phosphoadenylyl sulfate <=> Thioredoxin disulfide + Sulfite + Adenosine 3',5'-bisphosphate",#CC99FF
Reaction,R02021,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming); Thioredoxin + 3'-Phosphoadenylyl sulfate <=> Thioredoxin disulfide + Sulfite + Adenosine 3',5'-bisphosphate",#CC99FF
Reaction,R02021,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming); Thioredoxin + 3'-Phosphoadenylyl sulfate <=> Thioredoxin disulfide + Sulfite + Adenosine 3',5'-bisphosphate",#CC99FF
Reaction,R02021,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming); Thioredoxin + 3'-Phosphoadenylyl sulfate <=> Thioredoxin disulfide + Sulfite + Adenosine 3',5'-bisphosphate",#CC99FF
Reaction,R02021,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming); Thioredoxin + 3'-Phosphoadenylyl sulfate <=> Thioredoxin disulfide + Sulfite + Adenosine 3',5'-bisphosphate",#CC99FF
Reaction,R02021,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming); Thioredoxin + 3'-Phosphoadenylyl sulfate <=> Thioredoxin disulfide + Sulfite + Adenosine 3',5'-bisphosphate",#CC99FF
Reaction,R02021,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming); Thioredoxin + 3'-Phosphoadenylyl sulfate <=> Thioredoxin disulfide + Sulfite + Adenosine 3',5'-bisphosphate",#CC99FF
Reaction,R02021,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming); Thioredoxin + 3'-Phosphoadenylyl sulfate <=> Thioredoxin disulfide + Sulfite + Adenosine 3',5'-bisphosphate",#CC99FF
Reaction,R02021,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming); Thioredoxin + 3'-Phosphoadenylyl sulfate <=> Thioredoxin disulfide + Sulfite + Adenosine 3',5'-bisphosphate",#CC99FF
Reaction,R00253,L-Glutamate:ammonia ligase (ADP-forming); ATP + L-Glutamate + Ammonia <=> ADP + Orthophosphate + L-Glutamine,#FCCA71
Reaction,R00253,L-Glutamate:ammonia ligase (ADP-forming); ATP + L-Glutamate + Ammonia <=> ADP + Orthophosphate + L-Glutamine,#FCCA71
Reaction,R00253,L-Glutamate:ammonia ligase (ADP-forming); ATP + L-Glutamate + Ammonia <=> ADP + Orthophosphate + L-Glutamine,#FCCA71
Reaction,R00253,L-Glutamate:ammonia ligase (ADP-forming); ATP + L-Glutamate + Ammonia <=> ADP + Orthophosphate + L-Glutamine,#FCCA71
Reaction,R00253,L-Glutamate:ammonia ligase (ADP-forming); ATP + L-Glutamate + Ammonia <=> ADP + Orthophosphate + L-Glutamine,#FCCA71
Reaction,R00253,L-Glutamate:ammonia ligase (ADP-forming); ATP + L-Glutamate + Ammonia <=> ADP + Orthophosphate + L-Glutamine,#FCCA71
Reaction,R00253,L-Glutamate:ammonia ligase (ADP-forming); ATP + L-Glutamate + Ammonia <=> ADP + Orthophosphate + L-Glutamine,#FCCA71
Reaction,R00253,L-Glutamate:ammonia ligase (ADP-forming); ATP + L-Glutamate + Ammonia <=> ADP + Orthophosphate + L-Glutamine,#FCCA71
Reaction,R00253,L-Glutamate:ammonia ligase (ADP-forming); ATP + L-Glutamate + Ammonia <=> ADP + Orthophosphate + L-Glutamine,#FCCA71
Reaction,R00253,L-Glutamate:ammonia ligase (ADP-forming); ATP + L-Glutamate + Ammonia <=> ADP + Orthophosphate + L-Glutamine,#FCCA71
Reaction,R00253,L-Glutamate:ammonia ligase (ADP-forming); ATP + L-Glutamate + Ammonia <=> ADP + Orthophosphate + L-Glutamine,#FCCA71
Reaction,R02522,L-Arabinonate hydro-lyase; L-Arabinonate <=> 2-Dehydro-3-deoxy-L-arabinonate + H2O,#B3B3E6
Reaction,R02526,"L-Arabinono-1,4-lactone lactonohydrolase; L-Arabinono-1,4-lactone + H2O <=> L-Arabinonate",#B4B4E6
Reaction,R01757,"L-Arabinose:NAD+ 1-oxidoreductase; L-Arabinose + NAD+ <=> L-Arabinono-1,4-lactone + NADH + H+",#B4B4E6
Reaction,R00503,UDP-alpha-D-galactose:D-glucose 4-beta-D-galactosyltransferase; UDP-alpha-D-galactose + D-Glucose <=> UDP + Lactose,#B2B2E6
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R01678,Lactose galactohydrolase; Lactose + H2O <=> alpha-D-Glucose + D-Galactose,#B5B5E7
Reaction,R03672,"L-Dopachrome + 3,4-Dihydroxy-L-phenylalanine <=> 2-Carboxy-2,3-dihydro-5,6-dihydroxyindole + Dopaquinone",#FFCB64
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R07807,G13032 + H2O <=> G06780 + D-Galactose,#98CBFF
Reaction,R09402,"codeine,2-oxoglutarate:oxygen oxidoreductase (3-O-demethylating); Codeine + 2-Oxoglutarate + Oxygen <=> Morphine + Formaldehyde + Succinate + CO2",#F06091
Reaction,R09088,Benzoate + Pyruvate <=> Pyruvophenone + CO2,#FFCB63
Reaction,R08466,D-Cathinone <=> (-)-Norephedrine,#FFCD6A
Reaction,R09089,Pyruvophenone <=> D-Cathinone,#FFCD68
Reaction,R08465,S-Adenosyl-L-methionine:D-cathine N-methyltransferase; D-Cathine + S-Adenosyl-L-methionine <=> (+)-Pseudoephedrine + S-Adenosyl-L-homocysteine,#FFCD69
Reaction,R03614,(-)-Ephedrine:NAD+ 2-oxidoreductase; Ephedrine + NAD+ <=> (R)-2-Methylimino-1-phenylpropan-1-ol + NADH + H+,#FFCD69
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01426,Benzoate + Acetate + NADH + H+ <=> trans-Cinnamate + 2 H2O + NAD+,#FFCA61
Reaction,R01364,4-fumarylacetoacetate fumarylhydrolase; Acetoacetate + Fumarate <=> 4-Fumarylacetoacetate + H2O,#FFCA60
Reaction,R01364,4-fumarylacetoacetate fumarylhydrolase; Acetoacetate + Fumarate <=> 4-Fumarylacetoacetate + H2O,#FFCA60
Reaction,R01364,4-fumarylacetoacetate fumarylhydrolase; Acetoacetate + Fumarate <=> 4-Fumarylacetoacetate + H2O,#FFCA60
Reaction,R01364,4-fumarylacetoacetate fumarylhydrolase; Acetoacetate + Fumarate <=> 4-Fumarylacetoacetate + H2O,#FFCA60
Reaction,R01364,4-fumarylacetoacetate fumarylhydrolase; Acetoacetate + Fumarate <=> 4-Fumarylacetoacetate + H2O,#FFCA60
Reaction,R01364,4-fumarylacetoacetate fumarylhydrolase; Acetoacetate + Fumarate <=> 4-Fumarylacetoacetate + H2O,#FFCA60
Reaction,R01364,4-fumarylacetoacetate fumarylhydrolase; Acetoacetate + Fumarate <=> 4-Fumarylacetoacetate + H2O,#FFCA60
Reaction,R01364,4-fumarylacetoacetate fumarylhydrolase; Acetoacetate + Fumarate <=> 4-Fumarylacetoacetate + H2O,#FFCA60
Reaction,R01364,4-fumarylacetoacetate fumarylhydrolase; Acetoacetate + Fumarate <=> 4-Fumarylacetoacetate + H2O,#FFCA60
Reaction,R01364,4-fumarylacetoacetate fumarylhydrolase; Acetoacetate + Fumarate <=> 4-Fumarylacetoacetate + H2O,#FFCA60
Reaction,R01364,4-fumarylacetoacetate fumarylhydrolase; Acetoacetate + Fumarate <=> 4-Fumarylacetoacetate + H2O,#FFCA60
Reaction,R01364,4-fumarylacetoacetate fumarylhydrolase; Acetoacetate + Fumarate <=> 4-Fumarylacetoacetate + H2O,#FFCA60
Reaction,R01364,4-fumarylacetoacetate fumarylhydrolase; Acetoacetate + Fumarate <=> 4-Fumarylacetoacetate + H2O,#FFCA60
Reaction,R01364,4-fumarylacetoacetate fumarylhydrolase; Acetoacetate + Fumarate <=> 4-Fumarylacetoacetate + H2O,#FFCA60
Reaction,R01364,4-fumarylacetoacetate fumarylhydrolase; Acetoacetate + Fumarate <=> 4-Fumarylacetoacetate + H2O,#FFCA60
Reaction,R01364,4-fumarylacetoacetate fumarylhydrolase; Acetoacetate + Fumarate <=> 4-Fumarylacetoacetate + H2O,#FFCA60
Reaction,R01364,4-fumarylacetoacetate fumarylhydrolase; Acetoacetate + Fumarate <=> 4-Fumarylacetoacetate + H2O,#FFCA60
